release_id,event_id,development,human_direction,ai_direction,complete_written_source,human_evidence,ai_evidence,source_urls
2026-W36,1e3c2f6c-b23f-4eed-8339-7de1da42f2dc,"Artificial Intelligence: ""A rupture could occur if the models themselves became capable of accelerating their own progression",unresolved,unresolved,False,,,https://www.lemonde.fr/idees/article/2026/09/06/intelligence-artificielle-une-rupture-pourrait-intervenir-si-les-modeles-devenaient-eux-memes-capables-d-accelerer-leur-propre-progression_6767376_3232.html
2026-W36,1f5689b2-f6f1-42f9-8e86-9bbdc0d1b6ba,FDA pilot offers generative AI medical devices a path to patients before they are authorized,gain,gain,True,Regulatory pilot enables broader use of AI medical devices by patients and clinicians,Regulators and developers test real-world AI device deployment under oversight,https://www.statnews.com/2026/09/03/tempo-fda-pilor-generative-ai-medical-device-regulation
2026-W36,22cd9c7b-4d5d-4569-9331-5249c8d6e865,OpenAI Launches Its Most Powerful AI Model: GPT-6 Astra,gain,gain,True,People gain practical automation capabilities and productivity from Astra.,Astra demonstrates autonomous computer-interaction and advanced problem-solving with safeguards.,https://www.lapresse.ca/affaires/techno/2026-09-03/son-modele-d-ia-le-plus-puissant/openai-lance-gpt-6-astra.php | https://infobref.com/openai-gpt-6-2026-09 | https://siecledigital.fr/2026/09/04/openai-devoile-gpt-6-astra-son-modele-dia-le-plus-puissant-a-ce-jour
2026-W36,23af84b3-78cd-4c90-8504-ef0bb7390004,The new mobile app of Paris Match designed with generative AI,gain,gain,True,users gain a new ability to tailor content and engage with media,AI enables customization and content delivery within the app,https://www.larevuedudigital.com/la-nouvelle-application-mobile-de-paris-match-concue-avec-lia
2026-W36,2a2c1673-b9fc-4424-852c-6f246f5b1faa,FSB Chair warns of risks arising from frontier Artificial Intelligence (AI) models,none,none,True,no explicit human outcomes described; focus is on risk and governance of frontier AI,describes frontier AI risk and regulatory calls without stating AI gains for users,https://www.fsb.org/2026/08/fsb-chair-warns-of-risks-arising-from-frontier-artificial-intelligence-ai-models
2026-W36,2ccb707e-963e-45cb-9208-31f203cfb46b,The STM is testing AI to detect loafers in the metro.,gain,gain,True,People gain operational efficiency and safety benefits from AI-assisted monitoring,AI-enabled detection supports operational decision-making and workflow,https://ici.radio-canada.ca/nouvelle/2279976/stm-intelligence-artificielle-flaneurs
2026-W36,2e775ad5-0983-4568-a9bc-d3a72dc003a8,Generative AI banned on LAUSD-issued devices for students,loss,loss,True,no explicit reasoning provided,no explicit reasoning provided,https://www.nbclosangeles.com/news/local/lausd-generative-ai-ban/3936907
2026-W36,2ef9455f-3a42-47e7-b098-3a8bb7bb0f6c,How does Saint-Gobain use artificial intelligence?,unresolved,unresolved,False,,,https://www.batiactu.com/edito/comment-saint-gobain-utilise-t-il-intelligence-artificielle-75227.php
2026-W36,307bb2d7-dbce-4128-8333-643af0544163,The 23rd China-ASEAN Business and Investment Summit will highlight the application of artificial intelligence,gain,gain,True,the evidence indicates people gain access to AI-enabled applications and opportunities,the evidence indicates AI capabilities are being extended into industry and economy,https://www.stdaily.com/web/gdxw/2026-09/01/content_573468.html
2026-W36,30832275-2860-4e72-bad3-24d9bc043dcb,AI Blows (a bit) on the Return,mixed,gain,True,"The article describes both positive human-AI collaboration and potential labor market risks, indicating a mixed but positive trend for worker enhancement.",The article portrays AI as boosting worker performance and productivity.,https://www.ledevoir.com/opinion/chroniques/1006727/ia-souffle-peu-rentree
2026-W36,30bf5f2a-6410-4f23-a0a2-4ff6e1a34789,"Artificial Intelligence: U.S. Report Warns of Risk of a Generation That ""Forgets to Learn",gain,gain,True,"The article frames AI as a tool that redefines learning tasks and assessment, enabling new capabilities for students and teachers.",The AI systems are portrayed as active participants that augment learning processes and assessment.,https://www.publicsenat.fr/actualites/education/intelligence-artificielle-un-rapport-americain-alerte-sur-le-risque-dune-generation-qui-desapprend-a-apprendre
2026-W36,33018ed3-7996-4cca-a937-09b4f91a74ab,I’m a father of three who studies the impact of artificial intelligence: this is what parents need to know about AI,gain,gain,True,There is clear evidence that AI assists learning and expands human capabilities when used as a tutoring tool and creative partner.,"AI is shown delivering tailored instruction and enabling new educational approaches, indicating its functional extension.",https://www.theguardian.com/technology/2026/sep/06/daniel-susskind-father-studies-ai-artificial-intelligence-what-parents-need-know
2026-W36,38d9e439-8ce2-4560-8d2c-50a2d09e563b,ASU Professor Finds Term 'Artificial Intelligence' in 1588 Book,gain,none,True,Historical research expands understanding of AI terminology and its origins.,Not applicable to AI system behavior in this evidence.,https://news.asu.edu/b/20260903-asu-professor-finds-term-artificial-intelligence-1588-book
2026-W36,392286f7-815a-410d-9560-80a7e2f99012,Amazon.com (AMZN) Expands Its Presence in Autonomous Mobility and AI Policy,none,gain,True,not specified No explicit human-AI directional relation is present in this segment.,not specified,https://ca.finance.yahoo.com/news/amazon-com-amzn-deepens-foothold-200934233.html
2026-W36,39d21944-7e6d-431f-aae2-e208d49a3523,Three Views on Artificial Intelligence in Schools,gain,gain,True,People are using AI to augment teaching and learning activities and are seeking structured use; concerns about cognitive impact exist but do not negate adoption.,"AI is deployed in classrooms as a supporting tool and is framed as part of educational practice, with monitoring and training underway.",https://ici.radio-canada.ca/nouvelle/2280636/ia-education-cerveau-enseignement
2026-W36,3a4752e6-f707-49c4-9dc2-ddaca4acd615,The Innovate Forum highlights the impact of artificial intelligence on entrepreneurship.,gain,gain,True,"Evidence shows people leveraging AI to organize, plan, and innovate, extending existing entrepreneurial capacity.","AI tools are presented as producing useful outputs (automation, content creation, market insight) that extend operational reach.",https://www.udg.mx/fr/noticia/destaca-innova-forum-el-impacto-de-la-inteligencia-artificial-en-el-emprendimiento
2026-W36,3a88e517-2b7c-4593-b18e-b67998684eba,UMich seeks community feedback on AI policy draft,gain,gain,True,policy aims to empower people through AI literacy and governance,policy and pilots indicate AI deployment in education with ongoing evaluation,https://www.michigandaily.com/news/news-briefs/umich-seeks-community-feedback-on-ai-policy-draft
2026-W36,3af20206-acab-420f-b52d-885f65bcec17,"Two out of three companies use generative AI, but productivity is dragging its heels.",mixed,gain,True,"The evidence shows people gaining time/efficiency, with some cautions about employment impact.",AI is deployed to extend productivity and processes; macro gains are reported but with caveats about job effects.,https://www.timefrance.fr/ia/deux-entreprises-sur-trois-utilisent-lia-generative-mais-la-productivite-traine-des-pieds
2026-W36,3bef1ee4-73a4-40a9-ae78-aebe241e5313,Lauren Jablon ’24 coauthors research on Writing Center users’ early views of generative AI,gain,gain,True,"Students and faculty are evaluating AI-augmented writing practices, indicating a normalizing extension of human capabilities through AI","AI is presented as providing affordances and limitations in writing processes, signaling its functional role",https://www.elon.edu/u/news/2026/09/04/lauren-jablon-24-coauthors-research-on-writing-center-users-early-views-of-generative-ai
2026-W36,41be96d7-4ba8-492e-bd0c-d9d9880b96ac,Artificial Intelligence and Building Design,gain,gain,True,Residents gain new safety and health-monitoring capabilities through AI-enabled building systems.,AI-enabled design supports proactive care and integration of sensors for wellness.,https://www.fiftyplusadvocate.com/2026/09/03/artificial-intelligence-and-building-design
2026-W36,42938ff8-b997-463a-ab37-51bcec416e1b,Artificial intelligence causes a drop in graphic registration at Shawinigan Cégep,unresolved,unresolved,False,,,https://ici.radio-canada.ca/info/videos/1-10752004/intelligence-artificielle-fait-chuter-inscriptions-en-graphisme-au-cegep-shawinigan
2026-W36,465b44bd-5916-49ac-b41c-fba8eade1e4e,Modernizing and Scaling Support Operations with Generative AI on AWS,gain,gain,True,"The evidence shows humans gain capabilities (faster SOP creation, better workload visibility) through AI-enabled processes, indicating expansion of human capacity. the evidence shows humans gain productivity and new capabilities through AI-assisted workflows","AI is deployed in operations, producing SOPs, guidance, and analytics, indicating extension of AI's operational role. the AI system acts as a decision-support and automation layer enhancing workflow efficiency",https://aws.amazon.com/blogs/machine-learning/modernizing-and-scaling-support-operations-with-generative-ai-on-aws
2026-W36,4b15b2c2-7e21-4148-af2b-355564342be5,The Left and Artificial Intelligence,gain,gain,True,People gain a new capacity to challenge decisions using AI assistance.,AI serves as an operating aid enabling users to act more effectively.,https://www.monde-diplomatique.fr/2026/08/MOROZOV/69807
2026-W36,4c5ce73c-c3be-4a83-a144-40f53e9e66e4,The race to artificial intelligence is dragging down the U.S. trade deficit,unresolved,unresolved,False,,,https://www.lesechos.fr/monde/ameriques/la-course-a-lintelligence-artificielle-fait-deraper-le-deficit-commercial-americain-2249681
2026-W36,4fffba8b-06fe-4e3c-9470-7dbd52259df0,Artificial Intelligence: Google Changes the Game with Its AI Answers Overview,unresolved,unresolved,False,,,https://www.ladepeche.fr/2026/09/06/intelligence-artificielle-google-change-les-regles-du-jeu-avec-ses-reponses-ai-overviews-13538470.php
2026-W36,52997965-d132-4493-b555-6119c7b73658,"Masons, nurses, electricians… These professions are currently beyond the reach of artificial intelligence",none,none,True,"The article discusses which professions are less exposed to AI and potential wage impact, but does not describe a clear human-enabled outcome or action.",The article describes AI exposure risk by profession without detailing AI-side expansion or restriction.,https://www.letemps.ch/economie/macons-infirmieres-electriciens-ces-metiers-qui-echappent-pour-l-heure-a-l-intelligence-artificielle
2026-W36,53af177d-e4a1-4d76-8402-d65b41761b74,"Artificial Intelligence: $10,000 Fine for a Lawyer",gain,gain,True,"The developer notes that a professional used AI to draft a legal memo and faced sanctions, indicating an expansion of AI-enabled professional practice with cautionary outcomes.","AI-generation was used in drafting, leading to disciplinary action rather than a guaranteed improvement; the system enabled the action but not a successful outcome.",https://ici.radio-canada.ca/nouvelle/2280328/avocat-intelligence-artificielle-nouveau-brunswick
2026-W36,543da78e-6d3d-4071-94d2-02eeb40b0843,"Hugging Face, a French artificial intelligence startup, defends its acquisition by the American Nvidia in the name of ""open source.",unresolved,unresolved,False,,,https://www.lemonde.fr/economie/article/2026/09/03/fondee-par-des-francais-la-start-up-d-intelligence-artificielle-hugging-face-defend-son-rachat-par-l-americain-nvidia-au-nom-de-l-open-source_6765217_3234.html
2026-W36,577b8602-94a7-4de8-ac26-a656ca2aadbe,10 Levers for Shaping Generative AI That Truly Enhances Worker Performance,gain,gain,True,"Humans should leverage AI to improve job quality and create new work, with governance to maintain accountability",AI can be designed and governed to augment human work and be integrated into workflows,https://mitsloan.mit.edu/ideas-made-to-matter/10-levers-shaping-generative-ai-truly-improves-worker-performance
2026-W36,597361eb-15a8-4428-8b37-5158b8d2f7ee,The Case of Jean-François Desaulniers | Detecting Artificial Intelligence in the Electoral Campaign in Quebec,loss,loss,True,Governance and codes aim to restrict AI use in campaigns to reduce misinformation and manipulation.,Masking or limiting AI-enabled behaviors in electoral contexts to protect information integrity.,https://www.fm1077.ca/audio/799319/deceler-l-intelligence-artificielle-dans-la-campagne-electorale-au-quebec
2026-W36,5adc07af-8169-4863-b79f-66022d317338,The third “Xingzhi Cup” National Artificial Intelligence Innovation Application Competition was launched in Shenzhen,gain,gain,True,The event expands human opportunities by enabling teams to scale from samples to products and to access new markets through the competition.,"The AI ecosystem grows as competitions and participation increase AI development, deployment, and infrastructure.",https://www.stdaily.com/web/gdxw/2026-09/01/content_572985.html
2026-W36,5bf25621-e911-4ba0-bdb7-ccc0140103b5,Designing Physics Experiments with Artificial Intelligence,unresolved,unresolved,False,,,https://www.nature.com/articles/s41586-026-10898-6
2026-W36,5cadae34-87fa-4070-930a-71dd3a1799a7,Tidal AI Policy,unresolved,unresolved,False,,,https://tidal.com/ai-policy
2026-W36,633b70d3-3fef-4736-a3a6-2bb088b4ae82,"Artificial Intelligence, Bias, and Equity in Legal Practice",gain,gain,True,Attorneys gain efficiency and capability by using AI tools in legal practice.,"AI tools are deployed to inform and extend the scope of legal work, with attention to bias and ethics.",https://nysba.org/events/artificial-intelligence-bias-equity-in-legal-practice
2026-W36,63bd4191-6fb9-4537-94cc-78c70eef8434,US to Press G20 on Light-Touch AI Regulation,none,loss,True,Not specified,Not specified,https://techxplore.com/news/2026-09-g20-ai.html
2026-W36,64fa70e7-454a-4c16-8f89-068f25115a81,Artificial Intelligence in the Hands of the People: The Rongjiang Experiment,gain,gain,True,People gain new and practical AI-enabled work capabilities through targeted training and local organisation. People are leveraging AI to build local capability and retain value within the community.,"AI tools are deployed as practical, usable applications by villagers, expanding reach and utility. AI is deployed and enabling broader access and productivity for people within Rongjiang.",https://thetricontinental.org/artificial-intelligence-in-the-hands-of-the-people-the-rongjiang-experiment
2026-W36,666d3899-6112-48bc-ab98-2e740c33b4f2,How to ensure payment security when AI helps people make decisions about “paying”?,gain,gain,True,"People gain easier, faster payment experiences and protection mechanisms are being developed",AI-enabled payments push expansion with adoption of standards and consumer safeguards,http://www.news.cn/tech/20260901/cac9f6921e0b4b1c9fbfdcf4aad59c8c/c.html
2026-W36,67ac90b6-b067-4967-bf41-a4e616d9e741,"The Amazon Service Named ""Artificial Artificial Intelligence"" is Closing Permanently",loss,loss,True,the article portrays a decline in a human-centric platform linked to AI data labeling,the shutdown reflects a narrowing of an AI-enabled data-labeling channel,https://ca.finance.yahoo.com/news/amazon-bezos-nicknamed-artificial-artificial-192119001.html
2026-W36,681028a0-2216-4c44-b8e9-27afdfab3643,US and Big Tech Push for Looser AI Regulations at G20 Meeting,unresolved,unresolved,False,,,https://www.pymnts.com/news/artificial-intelligence/2026/us-calls-for-relaxed-approach-to-ai-regulation-at-g20-gathering
2026-W36,6a1bf0d1-89d8-446f-a87e-981516305427,The Two-Year Anniversary of the Framework Convention: A Conference to Promote Trustworthy AI,unresolved,unresolved,False,,,https://www.coe.int/fr/web/artificial-intelligence/-/framework-convention-marks-two-years-anniversary-conference-to-advance-trustworthy-ai
2026-W36,6c9295a1-b05b-4460-ae35-f0804f206ae7,Can Artificial Intelligence Predict the Right Partner for You?,gain,gain,True,"People consider AI-aided matching as a new capability in finding partners, with cautious optimism about its limits.",AI may improve predictive signals for compatibility but acknowledges current scientific uncertainties about predicting love.,https://greatergood.berkeley.edu/article/item/can_artificial_intelligence_predict_the_right_partner_for_you
2026-W36,6ce3c0c6-be5d-4d1f-9652-cbdec70559a6,From Generative AI to Agentic AI,none,gain,True,"The article discusses evolutions in AI capabilities with a focus on agentic behavior, but provides no concrete human outcomes or actions.","The piece highlights advancing AI systems from generative to agentic, implying expanded AI capabilities.",https://www.angers.fr/actualites-sorties/agenda/evenement/87862-de-l-ia-generative-a-l-ia-agentique/index.html
2026-W36,71a63729-a029-4530-babf-a6a31142d7c1,Ministry of Education: Will implement the “Artificial Intelligence + Teacher Development” initiative,gain,gain,True,The policy describes AI-enabled training tools and platforms that expand teachers' capabilities.,The initiative describes AI deployment to empower education infrastructure and teacher development.,https://news.sciencenet.cn/htmlnews/2026/9/570889.shtm
2026-W36,71fecc86-aff2-4922-adf1-3629c78740a4,"Call for Papers: Museum International: ""Artificial Intelligence in Museums",mixed,mixed,True,The article frames AI as enabling new museum capabilities and evolving professional practices.,The piece discusses AI expanding operational reach and governance considerations in museums.,https://icom.museum/en/news/call-for-papers-museum-international-artificial-intelligence-in-museums | https://icom.museum/fr/news/appel-a-contributions-museum-international-lintelligence-artificielle-dans-les-musees
2026-W36,725a288e-7870-43da-93de-afbe7e21b957,Exploring paths for artificial intelligence to empower medical and health innovation. The seventh “Yongcheng Technology Forum” was held.,gain,gain,True,Clinicians and researchers gain enhanced decision-support capabilities through AI-enabled data fusion and predictive insights.,AI demonstrates functioning capabilities by processing diverse health data to support clinical decisions.,https://www.stdaily.com/web/gdxw/2026-09/02/content_573811.html
2026-W36,732f0944-c89f-4789-b57b-03eaa38945a1,"[New Advantages in Forging] AI HUB of School of Artificial Intelligence, Dalian University of Technology Officially Established",gain,gain,True,The establishment of AI HUB is framed as expanding educational and research capabilities for people.,The AI HUB is described as extending AI's institutional footprint and capabilities.,https://news.dlut.edu.cn/info/1022/151335.htm
2026-W36,773354b6-1079-450e-8e5e-3935431a225b,Artificial Intelligence for the Well-being of Pigs,unresolved,unresolved,False,,,https://www.lafranceagricole.fr/porcin/article/902972/l-intelligence-artificielle-au-service-du-bien-etre
2026-W36,774fc675-1a43-4d20-8128-5f606d0d70b9,Broadcom vs. Nvidia: 1 Critical Metric Shows Which Artificial Intelligence (AI) Chipmaker Is the Better Buy After Earnings,none,none,True,no explicit human-side outcomes described,no explicit AI-side outcomes described,https://www.theglobeandmail.com/investing/markets/stocks/NVDA-Q/pressreleases/4463572/broadcom-vs-nvidia-1-critical-metric-shows-which-artificial-intelligence-ai-chipmaker-is-the-better-buy-after-earnings
2026-W36,78c2f5af-e751-412a-9344-cc485fa2863b,Meta claims to have caught up with OpenAI and Anthropic with its new AI model,gain,gain,True,Developers gain capability to integrate Muse Spark 1.3 via API and platforms.,"Muse Spark 1.3 advances performance and autonomy, expanding its reach via API and paid access.",https://siecledigital.fr/2026/09/04/meta-affirme-avoir-rattrape-openai-et-anthropic-avec-son-nouveau-modele-dia
2026-W36,7c586f12-0987-4e20-b11a-df5ae27d411d,The new AI model from Runway allows creating digital universes without writing a single line of code.,gain,gain,True,"The article describes how Solaris enables users to build and experience interactive interfaces without traditional coding, expanding user capability.","Solaris produces adaptive interfaces in response to user actions, extending its functional reach.",https://fr.cnet.com/ai-1/5615/le-nouveau-modele-dia-de-runway-permet-de-creer-des-univers-numeriques-sans-ecrire-une-seule-ligne-d
2026-W36,7d8027f3-2423-42ea-b765-4ec49cd8d16b,The third “Xingzhi Cup” National Artificial Intelligence Innovation Application Competition was launched in Longgang – Government Affairs Updates,unresolved,unresolved,False,,,https://www.lg.gov.cn/xxgk/xwzx/zwdt/content/post_12967039.html
2026-W36,8b3e0b9c-3c16-4c5d-853e-9ec089d31d37,Anthropic hires architect of UK AI policy as MPs warn of 'clear conflict of interest',unresolved,unresolved,False,,,https://www.theregister.com/public-sector/2026/09/02/anthropic-hires-architect-of-uk-ai-policy-as-mps-warn-of-clear-conflict-of-interest/5293903
2026-W36,8ca1d082-3d5a-45a9-bd74-b3b4567649f1,"Got $1,000? 3 Stocks Building the Physical AI Era",gain,gain,True,Investors gain exposure and potential profits from expanding AI infrastructure.,"AI ecosystem expands as hardware, cooling, and manufacturing enable broader deployment.",https://www.theglobeandmail.com/investing/markets/stocks/AMD/pressreleases/4459564/got-1000-3-stocks-building-the-physical-artificial-intelligence-ai-era
2026-W36,8e3a6b24-79ce-4f43-bf46-88d823051eab,Artificial Intelligence Small and Medium-sized Enterprise Startup Support Program Launched,gain,gain,True,The evidence shows AI enabling SME growth and digital transformation as a result of the program.,The program expands AI deployment and capacity through incubators and platforms.,https://www.stdaily.com/web/gdxw/2026-09/04/content_575077.html
2026-W36,8e5a0cc5-9068-4322-a9fc-a0714a0729ae,Sichuan Provincial Artificial Intelligence Industry Application Scenarios Release and Matching Conference was held in Dazhou,gain,gain,True,The event describes AI-driven empowerment and industry upgrade benefiting people.,The event frames AI as enabling and extending capabilities across industries.,https://www.stdaily.com/web/gdxw/2026-09/01/content_573123.html
2026-W36,8f232022-6fa8-4234-8fba-d11588add8f8,Let's discuss Artificial Intelligence (3),gain,gain,True,"The article portrays AI as a tool that broadens the space for human decision-making and ministry work, enabling greater capacity.",The AI is depicted as a functioning assistant that extends the human workflow without autonomous decision-making.,https://evangelicalfocus.com/european-perspectives/35759/lets-talk-about-artificial-intelligence-3
2026-W36,95f21dd4-08db-414a-8056-6878e77489df,Understanding AI: A Practical Guide for Businesses,gain,gain,True,Organizations seek visibility and governance to harness AI without undue risk.,"AI-enabled features and tools are being adopted and embedded, expanding AI usage in business settings.",https://www.trethowans.com/insights/understanding-ai-a-practical-guide-for-businesses-2
2026-W36,99fb997a-527c-45ff-b9ea-fc17b06e1173,Artificial Intelligence | Nvidia to Buy Hugging Face for $12.9 Billion,gain,gain,True,The move broadens opportunities and access in the AI ecosystem for developers and users.,Nvidia gains control/influence over Hugging Face to accelerate its open-model strategy and ecosystem growth.,https://www.lapresse.ca/affaires/techno/2026-09-03/intelligence-artificielle/nvidia-va-racheter-hugging-face-pour-12-9-milliards-de-dollars.php
2026-W36,9a00aba1-9893-4596-a882-f4441e0b2bd8,"Artificial intelligence could cause global economic downturn, Bank of England governor warns",loss,gain,True,"The article frames AI frontier models as expanding capabilities that could disrupt global finance, necessitating governance and risk management.","The piece associates AI frontier capabilities with systemic risk, justifying regulatory responses.",https://news.sky.com/story/artificial-intelligence-could-cause-global-economic-downturn-bank-of-england-governor-warns-13579423 | https://www.bfmtv.com/tech/intelligence-artificielle/l-intelligence-artificielle-fait-peser-un-risque-grave-sur-l-economie-mondiale-previent-le-gouverneur-de-la-banque-d-angleterre_AN-202609010334.html
2026-W36,a1694695-eb25-46b7-bdee-3022e7ec2ed1,Artificial intelligence networks pose new requirements for digital infrastructure in the Asia-Pacific region.,gain,gain,True,AI-enabled infrastructure supports broader public service improvements and regional collaboration.,Expansion of AI-enabled infrastructure and tools enhances operational reach and impact.,https://news.un.org/zh/story/2026/09/1142730
2026-W36,a2110819-497f-4676-ba83-78b8276636fa,TfL facing surge in FOI appeals as people turn to Artificial Intelligence,gain,gain,True,"People gain a new capability to draft appeals with AI assistance, extending their workflow.","AI-enabled drafting outputs enable faster, more voluminous content creation, expanding its operational reach.",https://www.ianvisits.co.uk/articles/tfl-facing-surge-in-foi-appeals-as-people-turn-to-artificial-intelligence-92261
2026-W36,a81f4d37-bee4-4b0c-81b2-6754d03a2a86,Guangdong Zhaoqing (Dawang) Artificial Intelligence OPC Ecosystem Community: Building a Full-Chain Ecosystem for AI Entrepreneurship,gain,gain,True,The evidence shows people gaining capacity through AI-enabled entrepreneurship infrastructure.,The evidence shows AI systems providing tools and services that expand entrepreneurial capabilities.,https://www.stdaily.com/web/gdxw/2026-09/05/content_575699.html
2026-W36,aa0599ea-4248-4e2b-b73f-ebf9216341ab,Top AI Journalist Offers Free UH Talk on Artificial Intelligence,mixed,gain,True,"The article frames AI power concentration as shaping society and policy, implying human communities are affected but not stating direct benefits to people.","The piece highlights AI firms accruing power and influence, suggesting expansion of AI's reach and impact.",https://www.hawaii.edu/news/2026/09/04/leading-ai-journalist-free-talk
2026-W36,aaaa057a-4473-46a3-9ff6-66082481f5c7,Build a high-standard 100-year-old Beijing-Zhongguan AI innovation belt to create a global hub for artificial intelligence innovation.,none,gain,True,"the article describes regional AI infrastructure and policy actions aimed at enabling broader AI ecosystems, but does not specify direct human-level outcomes or gains.","the development emphasizes AI capability expansion, infrastructure, and governance to create a globalAI hub and ecosystem.",https://www.ncsti.gov.cn/kjdt/yqdy/yqdt/202609/t20260903_255157.html
2026-W36,ab9b1f67-3f71-43b0-abc7-c134a2010a28,Artificial intelligence will not save the audiovisual industry; it risks destroying it.,unresolved,unresolved,False,,,https://www.lemonde.fr/idees/article/2026/09/04/l-intelligence-artificielle-ne-sauvera-pas-la-production-audiovisuelle-elle-risque-de-l-achever_6765781_3232.html
2026-W36,ad2792d4-804f-401d-972f-ef4fa6e85538,A brief discussion on artificial intelligence and knowledge production,gain,none,True,Humans remain responsible for knowledge production and interpretation; AI serves as a tool to extend human cognitive capabilities.,Not specified; no stated AI gains or independent goals.,https://news.gmw.cn/2026-09/04/content_38984027.htm
