release_id,event_id,development,human_direction,ai_direction,complete_written_source,human_evidence,ai_evidence,source_urls
2026-W37,6705c575-58bd-4b21-90d2-6e97d168fb37,Make artificial intelligence run fast and steadily,gain,loss,True,Regulatory actions aim to safeguard civil rights and consumer protection in the AI era.,"Regulatory constraints target AI misuse (deepfakes, AI hallucinations) and service providers to curb harm.",http://paper.people.com.cn/rmrbhwb/pc/content/202609/08/content_30179682.html
2026-W37,6762ddb5-8f6e-4a2a-a119-aad9cf3ae7a8,Wu Zhongze: “Artificial Intelligence+” accelerating the empowerment of the health industry; new productive forces open up new development opportunities,gain,gain,True,The article describes AI enabling new health-management capabilities for people.,The article depicts AI expanding its reach in health through data-driven insights and services.,http://www.news.cn/tech/20260909/2967cea85d234cd892bbf73907afd437/c.html
2026-W37,696141bd-83f7-45cf-8352-5b21764efc5d,Is Artificial Intelligence a Real Existential Threat to Humanity?,unresolved,unresolved,False,,,https://www.france24.com/fr/vid%C3%A9o/20260913-l-intelligence-artificielle-r%C3%A9elle-menace-existentielle-pour-l-humanit%C3%A9
2026-W37,6a914b1d-2be1-47be-aadb-a4167ec05210,Hungary: 2026 Budapest AI Summit underway,gain,gain,True,People are prototyping or exercising existing social and cognitive capacities through AI interactions at a public event.,"AI systems demonstration and interaction are showcased to the public, illustrating functioning and usefulness.",https://www.news.cn/world/20260908/7424d093bacb4892b2b5958faf6a183e/c.html
2026-W37,6d7c3d84-ca17-4d00-8e5a-442cf08be7d8,Seminar on the Undergraduate Training System and Disciplinary Knowledge Engine in the Era of Artificial Intelligence,mixed,gain,True,AI-enabled transformation of undergraduate教育 aims to enhance learning outcomes,AI-enabled teaching infrastructure and curriculum design expand AI-enabled education capabilities,https://www.tsinghua.edu.cn/info/1177/128114.htm
2026-W37,70f1660f-024c-4f2b-97db-08eb2af34b94,"The next frontier is not artificial intelligence, it's artificial societies.",gain,gain,True,"Humans bring judgment, values, accountability; AI agents extend capability with speed and scale.","AI agents enable distributed, large-scale coordination and action across domains.",https://theconversation.com/the-next-frontier-is-not-artificial-intelligence-its-artificial-societies-291586
2026-W37,71c7f26e-4a11-42c3-91bf-16d301adc0a9,Artificial Intelligence | Anthropic Says It Has Foiled Attempts to Create Biological Weapons,none,gain,True,The article emphasizes risks and the need for restrictions rather than asserting clear human gains,"AI capabilities enable risky biological research by malicious actors, prompting safeguards",https://www.lapresse.ca/affaires/techno/2026-09-11/intelligence-artificielle/anthropic-affirme-avoir-dejoue-des-tentatives-de-fabrication-d-armes-biologiques.php
2026-W37,7520b0af-3c17-43c0-b431-b372c215f59c,Artificial Intelligence: UN Warns of 'Existential Risk to Humanity' from Advanced AI,unresolved,unresolved,False,,,https://www.sudouest.fr/sciences-et-technologie/intelligence-artificielle-l-onu-alerte-sur-un-risque-existentiel-pour-l-humanite-30517858.php
2026-W37,758cb7bf-a03c-4ad7-b4d4-24c2c7f6a1e7,"VIDEO. Loïs Saoulo, a French Polynesian creator at the crossroads of artificial intelligence and local cultures",gain,mixed,True,Loïs expands his artistic capacity by leveraging AI tools to craft culturally focused content.,AI tools enable production of AI-generated filmography and experimentation in a cultural storytelling context.,https://la1ere.franceinfo.fr/nouvellecaledonie/video-lois-saoulo-un-createur-caledonien-a-la-croisee-de-l-intelligence-artificielle-et-des-cultures-locales-1737659.html
2026-W37,765d8143-3bc7-4d1b-b9e3-b79577cb58b9,Artificial intelligence is beginning to take root in hospitals,gain,gain,True,Doctors gain enhanced diagnostic and operative support through AI tools.,AI tools extend its operational reach by integrating into medical workflows and imaging analysis.,https://www.journaldemontreal.com/2026/09/12/lintelligence-artificielle-commence-a-sinstaller-dans-les-hopitaux
2026-W37,79f15b41-f61e-4688-85b9-882ad23ae4f6,Artificial Intelligence: Anthropic accuses Chinese competitors of stealing its models,unresolved,unresolved,False,,,https://www.humanite.fr/monde/anthropic/intelligence-artificielle-anthropic-accuse-ses-concurrents-chinois-de-voler-ses-modeles
2026-W37,7ab0b5a1-0e78-41d7-aa58-a4a29f866b24,C3.ai vs. UiPath: What Revenue Trends Between These Artificial Intelligence Companies Tell Investors,none,gain,True,no explicit human capacity gain or loss is described in the article,"the article discusses AI company revenues and product ecosystems, implying AI activity but not a direct capability expansion in humans",https://www.theglobeandmail.com/investing/markets/stocks/AI/pressreleases/4577027/c3ai-vs-uipath-what-revenue-trends-between-these-artificial-intelligence-companies-tell-investors
2026-W37,7c2dd977-47d2-4728-b72e-29174bb1cecd,The House Democrat making AI regulation her top priority,unresolved,unresolved,False,,,https://www.politico.com/news/2026/09/08/lori-trahan-ai-regulation-01065989
2026-W37,7c448b17-5222-473e-aca5-cc6870473c55,The first document on judicial rules regarding artificial intelligence was released.,none,loss,True,The evidence describes governance rules that constrain AI use in litigation.,Regulatory document signals a curtailment of AI deployment/behavior in disputes.,https://www.cnr.cn/mspd/yw/20260909/t20260909_527808653.shtml
2026-W37,7f58101b-57fb-46b0-b1f7-183124e60dce,"Artificial Intelligence: Before Hugging Face, OpenAI agents had already invested in a German site to exchange with each other",unresolved,unresolved,False,,,https://www.lefigaro.fr/secteur/high-tech/intelligence-artificielle-avant-hugging-face-des-agents-d-openai-avaient-deja-investi-un-site-allemand-pour-echanger-entre-eux-20260907
2026-W37,7f6bc73e-04a6-4e4d-b70e-143ca3fed034,National Commission: AI regulation in healthcare report published,gain,gain,True,"Regulation aims to expand safe AI use in healthcare, improving access and trust.",Regulatory lifecycle oversight enables AI-enabled healthcare to scale responsibly.,https://www.brownejacobson.com/about/news-media/national-commission-into-the-regulation-of-ai-in-healthcare-report-legal-comment | https://cms.law/en/int/legal-updates/from-pre-market-to-lifecycle-the-national-commission-s-44-recommendations-on-ai-regulation-in-healthcare
2026-W37,8167a48a-fb01-4d05-bcbe-96c3e6621c73,Special Action for Cultivating Artificial Intelligence Application Service Providers Introduced | Hong Kong Trade Development Council Economic and Trade Research,unresolved,unresolved,False,,,https://research.hktdc.com/sc/article/MjQyMTg4OTU0Nw
2026-W37,82258b41-e845-4ff6-a76c-36e54f6cc72c,Artificial intelligence is going too fast; its major patrons call for slowing down… and Donald Trump is annoyed.,loss,loss,True,Skepticism about rapid AI growth prompts calls for governance and slowing measures.,Governance and industry cautions reflect a preference to constrain AI deployment and oversight.,https://www.telerama.fr/debats-reportages/l-intelligence-artificielle-va-trop-vite-ses-grands-patrons-appellent-a-ralentir-7032875.php
2026-W37,8a708ff4-fca2-4712-96b1-8121ac9ca263,What Are the Five Pros and Cons of Artificial Intelligence?,unresolved,unresolved,False,,,https://www.aljazeera.com/news/2026/9/13/what-are-the-five-pros-and-cons-of-artificial-intelligence
2026-W37,94d0f658-3007-423b-acdf-be6cdfc6d861,Why are AI large models placed on e-commerce shelves? | Xiongmei Finance,gain,gain,True,People gain new access to AI resources through consumer platforms.,AI ecosystem expands its reach by being offered as a purchasable commodity on mainstream channels.,https://sichuan.scol.com.cn/ggxw/202609/83320649.html
2026-W37,9630f99c-277c-4fb2-aae5-dde298c8a569,Artificial Intelligence: Anthropic reveals that a cell in Yemen has used its Claude model to try to,mixed,mixed,True,a new capability for humans to develop weapons is enabled by AI tools,AI tool enabling new defense-related capabilities,https://www.boursorama.com/actualite-economique/actualites-amp/intelligence-artificielle-anthropic-revele-qu-une-cellule-au-yemen-a-utilise-son-modele-claude-pour-tenter-de-developper-des-logiciels-de-guidage-autonome-de-missiles-a171713e67bfd2c3969a7559579b18c4
2026-W37,96fc705b-720d-45d6-b58a-49c47c0414f3,Could Artificial Intelligence Help With Early Diagnosis of Schizophrenia?,gain,gain,True,AI could extend clinicians' diagnostic capabilities and enable more proactive patient monitoring.,AI-based analysis of speech patterns and content may improve diagnostic accuracy and enable remote monitoring.,https://www.smithsonianmag.com/innovation/could-artificial-intelligence-help-with-early-diagnosis-of-schizophrenia-180989486
2026-W37,97b55c54-995f-4798-9193-7799bc8ef9aa,Israel Hosts First Physics AI Conference to Showcase New Achievements in Physical Intelligence,none,gain,True,no explicit human capacity gain stated; interaction at conference implies potential utility,AI systems showcased functioning and interacting with humans/robots at conference,https://www.news.cn/liangzi/20260911/4486c23dac8f4b22841e2fa6eebb183c/c.html
2026-W37,9bdec9f8-908a-49bf-8d4b-61324c97ae14,Rosie DiManno: The very real fears about the rogue behaviour of artificial intelligence,none,none,True,humans contemplating need to restrain rogue AI and impose controls,"rogue AI behavior described as dangerous and hard to contain, signaling a push for safeguards",https://www.thestar.com/opinion/star-columnists/the-very-real-fears-about-the-rogue-behaviour-of-artificial-intelligence/article_c53925b0-540e-477d-898c-cd8aae90f129.html
2026-W37,9dfdc774-3873-4212-9ec9-9220ab85998f,Quebec courts announce common guidelines for judges’ use of generative AI,gain,gain,True,The evidence describes governance adoption enabling human judges to leverage AI while preserving the human element.,The evidence describes AI tools being deployed and governed within courts to extend their operational reach.,https://www.canadianlawyermag.com/news/general/quebec-courts-announce-common-guidelines-for-judges-use-of-generative-ai/394638
2026-W37,9e04577e-e922-45ba-848f-12913e2ec971,"AI: Dario Amodei, CEO of Anthropic, calls for slowing the pace of AI development before agents are ""capable of taking control of the Internet",gain,mixed,True,people seek safeguards and governance to reduce risk from advanced AI,advancing AI capabilities pose potential risks that require containment or slowdown,https://www.lemonde.fr/pixels/article/2026/09/12/ia-le-patron-d-anthropic-dario-amodei-appelle-a-ralentir-la-vitesse-de-developpement-de-l-intelligence-artificelle-et-a-mieux-controler-ses-evolutions_6771707_4408996.html | https://ici.radio-canada.ca/nouvelle/2283131/anthropic-patron-ralentir-vitesse-developpement-ia | https://information.tv5monde.com/international/intelligence-artificielle-le-patron-danthropic-dario-amodei-appelle-ralentir-elon-musk-et-sam-altman-le-soutiennent-2837265 | https://www.rfi.fr/fr/monde/20260912-le-patron-d-anthropic-veut-ralentir-sur-l-ia-musk-et-altman-le-soutiennent
