id,title,publisher,iso_date,displayed_date,link,snippet,matched_countries,matched_languages,collected_at,review_status,ai_relevance,event_country,notes
3298fa38e0a9990d3290,"LIVRE. Numérique, réseaux sociaux et intelligence artificielle : nos vies sont-elles devenues des capsules",ladepeche.fr,2026-09-06T04:31:00Z,"09/06/2026, 04:31 AM, +0000 UTC",https://www.ladepeche.fr/2026/09/06/livre-numerique-reseaux-sociaux-et-intelligence-artificielle-nos-vies-sont-elles-devenues-des-capsules-13535505.php,,France,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
d2c0ce8e2bc10eebf4a0,Intelligence artificielle : « Une rupture pourrait intervenir si les modèles devenaient eux-mêmes capables d’accélérer leur propre progression »,Le Monde.fr,2026-09-06T04:30:55Z,"09/06/2026, 04:30 AM, +0000 UTC",https://www.lemonde.fr/idees/article/2026/09/06/intelligence-artificielle-une-rupture-pourrait-intervenir-si-les-modeles-devenaient-eux-memes-capables-d-accelerer-leur-propre-progression_6767376_3232.html,,France,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
3e88d8810922619d3019,L'intelligence artificielle fait chuter les inscriptions en graphisme au Cégep de Shawinigan,Radio-Canada,2026-09-06T01:27:08Z,"09/06/2026, 01:27 AM, +0000 UTC",https://ici.radio-canada.ca/info/videos/1-10752004/intelligence-artificielle-fait-chuter-inscriptions-en-graphisme-au-cegep-shawinigan,,Canada,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
04c8f9990cf5ec321c68,Authors unite against ‘AI slop’ at book fair,Village Report,2026-09-06T00:58:00Z,"09/06/2026, 12:58 AM, +0000 UTC",https://www.villagereport.ca/village-picks/authors-unite-against-ai-slop-at-book-fair-12749155,,Canada,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
511d8087a04ed2c02f9f,Quebec courts say generative AI cannot replace judges’ reasoning - Montreal,Global News,2026-09-05T20:44:14Z,"09/05/2026, 08:44 PM, +0000 UTC",https://globalnews.ca/news/12049197/quebec-judge-ai,,Canada,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
7ccec78d13e5c83f9483,Broadcom vs. Nvidia: 1 Critical Metric Shows Which Artificial Intelligence (AI) Chipmaker Is the Better Buy After Earnings,The Globe and Mail,2026-09-05T19:09:59Z,"09/05/2026, 07:09 PM, +0000 UTC",https://www.theglobeandmail.com/investing/markets/stocks/NVDA-Q/pressreleases/4463572/broadcom-vs-nvidia-1-critical-metric-shows-which-artificial-intelligence-ai-chipmaker-is-the-better-buy-after-earnings,,Canada,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
98a07ec7e2fbcedc3a73,Des nouveaux virus fabriqués par l’intelligence artificielle,Mediapart,2026-09-05T15:15:45Z,"09/05/2026, 03:15 PM, +0000 UTC",https://www.mediapart.fr/journal/culture-et-idees/050926/des-nouveaux-virus-fabriques-par-l-intelligence-artificielle,,France,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
5587a2c4cdb2ce52649a,Les juges en chef émettent des directives strictes aux juges face à l’IA générative,Le Manic,2026-09-05T13:00:00Z,"09/05/2026, 01:00 PM, +0000 UTC",https://www.lemanic.ca/2026/09/05/les-juges-en-chef-emettent-des-directives-strictes-aux-juges-face-a-lia-generative,,Canada,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
caf590eda66bd2bda013,"Got $1,000? 3 Stocks Building the Physical Artificial Intelligence (AI) Era",The Globe and Mail,2026-09-05T10:35:00Z,"09/05/2026, 10:35 AM, +0000 UTC",https://www.theglobeandmail.com/investing/markets/stocks/AMD/pressreleases/4459564/got-1000-3-stocks-building-the-physical-artificial-intelligence-ai-era,,Canada,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
04f4e33f98c080c131a0,【大连日报·头版】大连理工大学人工智能学院（AI HUB）揭牌运行,大连理工大学新闻网,2026-09-05T07:00:00Z,"09/05/2026, 07:00 AM, +0000 UTC",https://news.dlut.edu.cn/info/1071/151455.htm,,China,zh-cn,2026-09-07T04:39:12.526463Z,unreviewed,,,
895324656e9f855cca63,Artificial intelligence: ‘One screw-up ... and we will destroy any remaining trust the public has in science’,The Irish Times,2026-09-05T06:01:50Z,"09/05/2026, 06:01 AM, +0000 UTC",https://www.irishtimes.com/business/2026/09/05/artificial-intelligence-one-screw-up-and-we-will-destroy-any-remaining-trust-the-public-has-in-science,,United Kingdom,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
65a83086fcaa9e6ca271,Quand l’intelligence artificielle s’invite dans votre verre,Le Devoir,2026-09-05T04:00:00Z,"09/05/2026, 04:00 AM, +0000 UTC",https://www.ledevoir.com/plaisirs/vin/1005926/quand-intelligence-artificielle-invite-votre-verre,,Canada,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
d2406da896706fefed78,L’IA souffle (un peu) sur la rentrée,Le Devoir,2026-09-05T04:00:00Z,"09/05/2026, 04:00 AM, +0000 UTC",https://www.ledevoir.com/opinion/chroniques/1006727/ia-souffle-peu-rentree,,Canada,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
d80ba82c1e56e1477b21,广东肇庆（大旺）人工智能OPC生态社区构建AI创业全链条生态,中国科技网,2026-09-05T03:25:24Z,"09/05/2026, 03:25 AM, +0000 UTC",https://www.stdaily.com/web/gdxw/2026-09/05/content_575699.html,,China,zh-cn,2026-09-07T04:39:12.526463Z,unreviewed,,,
8ae869f5811131588f85,Le Forum Innova met en lumière l'impact de l'intelligence artificielle sur l'entrepreneuriat.,Universidad de Guadalajara,2026-09-05T02:03:14Z,"09/05/2026, 02:03 AM, +0000 UTC",https://www.udg.mx/fr/noticia/destaca-innova-forum-el-impacto-de-la-inteligencia-artificial-en-el-emprendimiento,,Canada,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
83acfdb58e5aa83186d6,How Artificial Intelligence is Reshaping the Global Job Market and Creating New Career Paths,Alwihda Info,2026-09-04T23:47:16Z,"09/04/2026, 11:47 PM, +0000 UTC",https://www.alwihdainfo.com/how-artificial-intelligence-is-reshaping-the-global-job-market-and-creating-new-career-paths,,Canada,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
b80b4a98a26931da5459,Lauren Jablon ’24 coauthors research on Writing Center users’ early views of generative AI,Elon University,2026-09-04T22:28:46Z,"09/04/2026, 10:28 PM, +0000 UTC",https://www.elon.edu/u/news/2026/09/04/lauren-jablon-24-coauthors-research-on-writing-center-users-early-views-of-generative-ai,,United States,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
d3d7cc6c2b587e9ef6e1,Leading AI journalist gives free UH talk on artificial intelligence,University of Hawaii System,2026-09-04T21:34:17Z,"09/04/2026, 09:34 PM, +0000 UTC",https://www.hawaii.edu/news/2026/09/04/leading-ai-journalist-free-talk,,United States,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
093001b8a7c47aa30c88,La CCAQ veut encadrer l’utilisation de l’intelligence artificielle chez les concessionnaires,automedia.ca,2026-09-04T18:28:10Z,"09/04/2026, 06:28 PM, +0000 UTC",https://www.automedia.ca/la-ccaq-veut-encadrer-lutilisation-de-lintelligence-artificielle-chez-les-concessionnaires,,Canada,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
1b35ea5349a737e60284,Snickers delivers digital treats for hungry artificial intelligence,Confectionery Production,2026-09-04T18:24:08Z,"09/04/2026, 06:24 PM, +0000 UTC",https://www.confectioneryproduction.com/news/59335/snickers-delivers-digital-treats-for-hungry-artificial-intelligence,,United Kingdom,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
564a40f843ca7bc955c6,Une première élection québécoise à l’ère de l’intelligence artificielle générative,Radio-Canada,2026-09-04T16:55:00Z,"09/04/2026, 04:55 PM, +0000 UTC",https://ici.radio-canada.ca/nouvelle/2280386/election-quebec-2026-ia-deepfake,,Canada,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
5a3179340bdaf88f18df,Study: Generative AI succumbs to conversational misinformed pressure and argument,University of Arizona News,2026-09-04T15:41:42Z,"09/04/2026, 03:41 PM, +0000 UTC",https://news.arizona.edu/news/study-generative-ai-succumbs-conversational-misinformed-pressure-and-argument,,Canada; United Kingdom; United States,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
e87db8095865513dd8b9,Trois regards sur l’intelligence artificielle dans les écoles,Radio-Canada,2026-09-04T15:37:24Z,"09/04/2026, 03:37 PM, +0000 UTC",https://ici.radio-canada.ca/nouvelle/2280636/ia-education-cerveau-enseignement,,Canada,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
cbc7c83245a34c14268c,Projet pilote dans le métro | Intelligence artificielle à la STM: «Il n'y a aucune reconnaissance faciale,98.5 Montréal,2026-09-04T15:23:00Z,"09/04/2026, 03:23 PM, +0000 UTC",https://www.985fm.ca/audio/799847/intelligence-artificielle-a-la-stm-il-n-y-a-aucune-reconnaissance-faciale,,Canada,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
97cd757fe6aaee48fa6d,"OpenAI dévoile GPT-6 Astra, son modèle d’IA le plus puissant à ce jour",Siècle Digital,2026-09-04T14:25:44Z,"09/04/2026, 02:25 PM, +0000 UTC",https://siecledigital.fr/2026/09/04/openai-devoile-gpt-6-astra-son-modele-dia-le-plus-puissant-a-ce-jour,,France,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
75efb46e9f694b0028d1,Can artificial intelligence be the answer to green development? evidence from China’s artificial intelligence innovation and development pilot zones,Frontiers,2026-09-04T14:10:47Z,"09/04/2026, 02:10 PM, +0000 UTC",https://www.frontiersin.org/articles/10.3389/fenvs.2026.1808785/full,,United Kingdom,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
9de641cefe0dc9898632,Des photos souvent trompeuses | L'intelligence artificielle s'invite dans les sites de courtage immobilier,98.5 Montréal,2026-09-04T14:00:00Z,"09/04/2026, 02:00 PM, +0000 UTC",https://www.985fm.ca/audio/799805/l-intelligence-artificielle-s-invite-dans-les-sites-de-courtage-immobilier,,Canada,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
fd0433d8768ca13644df,Meta affirme avoir rattrapé OpenAI et Anthropic avec son nouveau modèle d’IA,Siècle Digital,2026-09-04T13:55:24Z,"09/04/2026, 01:55 PM, +0000 UTC",https://siecledigital.fr/2026/09/04/meta-affirme-avoir-rattrape-openai-et-anthropic-avec-son-nouveau-modele-dia,,France,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
8f61f5dbc3af62f9ca79,The Stuff AI Is Made Of: A Human Ecology of Artificial Intelligence,College of the Atlantic,2026-09-04T13:26:38Z,"09/04/2026, 01:26 PM, +0000 UTC",https://www.coa.edu/event/the-stuff-ai-is-made-of-a-human-ecology-of-artificial-intelligence,,United States,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
8c56255114b88e91d91c,5 principes pour encadrer les futurs centres de données,Radio-Canada,2026-09-04T12:47:40Z,"09/04/2026, 12:47 PM, +0000 UTC",https://ici.radio-canada.ca/nouvelle/2280517/cadre-national-ia,,Canada,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
a90015eef1d8e838a282,Understanding AI: A Practical Guide for Businesses,Trethowans,2026-09-04T12:40:06Z,"09/04/2026, 12:40 PM, +0000 UTC",https://www.trethowans.com/insights/understanding-ai-a-practical-guide-for-businesses-2,,United Kingdom,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
fe6bbb6ac58770843daf,Study: Generative AI succumbs to conversational misinformed pressure and argument,The University of Arizona,2026-09-04T12:00:00Z,"09/04/2026, 12:00 PM, +0000 UTC",https://research.arizona.edu/news/study-generative-ai-succumbs-conversational-misinformed-pressure-and-argument,,United States,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
b64f133900514648adca,Film sur Marilyn Monroe: la réalisatrice a renoncé à utiliser l'IA,qub.ca,2026-09-04T11:59:51Z,"09/04/2026, 11:59 AM, +0000 UTC",https://www.qub.ca/article/film-sur-marilyn-monroe-la-realisatrice-a-renonce-a-utiliser-l-ia-2131645095,,Canada,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
c80b87741ade20db8879,New York interdit l’intelligence artificielle en classe jusqu’au lycée,Le Figaro,2026-09-04T11:57:42Z,"09/04/2026, 11:57 AM, +0000 UTC",https://www.lefigaro.fr/international/new-york-interdit-l-intelligence-artificielle-en-classe-jusqu-au-lycee-20260904,,France,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
1920eb945533de9e3a7f,"« L’intelligence artificielle ne sauvera pas la production audiovisuelle, elle risque de l’achever »",Le Monde.fr,2026-09-04T11:53:57Z,"09/04/2026, 11:53 AM, +0000 UTC",https://www.lemonde.fr/idees/article/2026/09/04/l-intelligence-artificielle-ne-sauvera-pas-la-production-audiovisuelle-elle-risque-de-l-achever_6765781_3232.html,,Canada; France,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
b67df15ba6db12ab5ee8,"U.S. bishops focus on young people, artificial intelligence in Labor Day message",EWTN News,2026-09-04T11:40:00Z,"09/04/2026, 11:40 AM, +0000 UTC",https://www.ewtnnews.com/world/us/bishops-2026-labor-day-message,,United States,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
55210ecebe6842bf7226,5 Things Doctors Should Know About Medical AI Regulation,Medscape,2026-09-04T11:34:46Z,"09/04/2026, 11:34 AM, +0000 UTC",https://www.medscape.com/viewarticle/5-things-doctors-should-know-about-medical-ai-regulation-2026a1000wxy,,United States,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
e6a60294034ccb54d489,"Artificial Intelligence – part 4: The Hype, the Dangers, and the Resistance",Socialist Project,2026-09-04T11:32:33Z,"09/04/2026, 11:32 AM, +0000 UTC",https://socialistproject.ca/2026/09/artificial-intelligence-part-4,,Canada,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
3a09c04dd3d0fcc66462,"'Wild West': Teachers, experts call for unified policies to address AI in classrooms",ctvnews.ca,2026-09-04T11:08:14Z,"09/04/2026, 11:08 AM, +0000 UTC",https://www.ctvnews.ca/sci-tech/article/wild-west-teachers-experts-call-for-unified-policies-to-address-ai-in-classrooms,,Canada,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
5a923a0709281075ec11,Let’s talk about Artificial Intelligence (3),Evangelical Focus,2026-09-04T10:40:00Z,"09/04/2026, 10:40 AM, +0000 UTC",https://evangelicalfocus.com/european-perspectives/35759/lets-talk-about-artificial-intelligence-3,,Canada; United Kingdom,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
ea61a2b600231c2d1c63,教育部：将实施“人工智能+教师发展”行动,科学网—新闻,2026-09-04T09:22:51Z,"09/04/2026, 09:22 AM, +0000 UTC",https://news.sciencenet.cn/htmlnews/2026/9/570889.shtm,,China,zh-cn,2026-09-07T04:39:12.526463Z,unreviewed,,,
997b0ae7d2dcdc80c213,Artificial Intelligence in the Hands of the People: The Rongjiang Experiment,Tricontinental: Institute for Social Research,2026-09-04T09:00:36Z,"09/04/2026, 09:00 AM, +0000 UTC",https://thetricontinental.org/artificial-intelligence-in-the-hands-of-the-people-the-rongjiang-experiment,,Canada; United Kingdom,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
0dac5251f5eacb8867da,De l’IA générative à l’IA agentique,angers.fr,2026-09-04T08:08:34Z,"09/04/2026, 08:08 AM, +0000 UTC",https://www.angers.fr/actualites-sorties/agenda/evenement/87862-de-l-ia-generative-a-l-ia-agentique/index.html,,France,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
e25a4efec01a64993b22,La STM teste l’IA pour détecter les flâneurs dans le métro,Radio-Canada,2026-09-04T08:00:00Z,"09/04/2026, 08:00 AM, +0000 UTC",https://ici.radio-canada.ca/nouvelle/2279976/stm-intelligence-artificielle-flaneurs,,Canada,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
1c7f722abd39a7da42a7,Broadcom's Artificial Intelligence (AI) Chip Sales Surged 221% to $16.7 Billion Last Quarter: Is the Stock a Screaming Buy Right Now?,The Globe and Mail,2026-09-04T07:00:00Z,"09/04/2026, 07:00 AM, +0000 UTC",https://www.theglobeandmail.com/investing/markets/stocks/META/pressreleases/4447914/broadcoms-artificial-intelligence-ai-chip-sales-surged-221-to-167-billion-last-quarter-is-the-stock-a-screaming-buy-right-now,,Canada,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
f4ae5c238318dbbe6bfb,OpenAI commence à déployer un nouveau modèle d’IA: GPT-6 Astra,InfoBref,2026-09-04T06:18:37Z,"09/04/2026, 06:18 AM, +0000 UTC",https://infobref.com/openai-gpt-6-2026-09,,Canada,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
b366108820592104398c,【锻造新优势】大连理工大学人工智能学院AI HUB揭牌成立,大连理工大学新闻网,2026-09-04T05:10:31Z,"09/04/2026, 05:10 AM, +0000 UTC",https://news.dlut.edu.cn/info/1022/151335.htm,,China,zh-cn,2026-09-07T04:39:12.526463Z,unreviewed,,,
c05bae8d2938b2f54774,Intelligence artificielle : Comment l'IA m'a débité des clichés racistes,Le Canard enchaîné,2026-09-04T05:01:00Z,"09/04/2026, 05:01 AM, +0000 UTC",https://www.lecanardenchaine.fr/technologie-sciences/54781-comment-l-ia-m-a-debite-des-cliches-racistes,,France,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
cd5b87515398800d7ced,UMich seeks community feedback on AI policy draft,The Michigan Daily,2026-09-04T03:14:29Z,"09/04/2026, 03:14 AM, +0000 UTC",https://www.michigandaily.com/news/news-briefs/umich-seeks-community-feedback-on-ai-policy-draft,,United States,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
b92cedfc13bff9e76486,"Another big school district bans generative AI, this time for all students",The Washington Post,2026-09-04T03:09:05Z,"09/04/2026, 03:09 AM, +0000 UTC",https://www.washingtonpost.com/education/2026/09/03/another-big-school-district-bans-generative-ai-this-time-all-students,,United States,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
8d26c4cce52fcb3f939f,"Maçons, infirmières, électriciens… Ces métiers qui échappent pour l’heure à l’intelligence artificielle",Le Temps,2026-09-04T03:00:09Z,"09/04/2026, 03:00 AM, +0000 UTC",https://www.letemps.ch/economie/macons-infirmieres-electriciens-ces-metiers-qui-echappent-pour-l-heure-a-l-intelligence-artificielle,,Canada,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
ad385d3fc3b90bc3e6bc,人工智能中小企业创业支持计划启动,中国科技网,2026-09-04T02:37:09Z,"09/04/2026, 02:37 AM, +0000 UTC",https://www.stdaily.com/web/gdxw/2026-09/04/content_575077.html,,China,zh-cn,2026-09-07T04:39:12.526463Z,unreviewed,,,
dfb365f205a6e1646610,第三届“兴智杯”全国人工智能创新应用大赛在龙岗启动-政务动态,lg.gov.cn,2026-09-04T02:33:34Z,"09/04/2026, 02:33 AM, +0000 UTC",https://www.lg.gov.cn/xxgk/xwzx/zwdt/content/post_12967039.html,,China,zh-cn,2026-09-07T04:39:12.526463Z,unreviewed,,,
9c74d3d2ee6bbc9c3bb6,LAUSD has blocked students from generative AI. How will it teach them about it?,dailynews.com,2026-09-04T02:18:15Z,"09/04/2026, 02:18 AM, +0000 UTC",https://www.dailynews.com/2026/09/03/lausd-has-blocked-students-from-generative-ai-how-will-it-teach-them-about-it,,United States,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
9f866826b95aab31d9e3,"Artificial Intelligence, Bias & Equity in Legal Practice",nysba.org,2026-09-04T01:23:11Z,"09/04/2026, 01:23 AM, +0000 UTC",https://nysba.org/events/artificial-intelligence-bias-equity-in-legal-practice,,United States,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
a5b4eddfa7cf9198712f,甘肃出台“人工智能+教育”行动计划,人民日报,2026-09-04T01:09:06Z,"09/04/2026, 01:09 AM, +0000 UTC",http://paper.people.com.cn/rmrb/pc/content/202609/04/content_30179082.html,,China,zh-cn,2026-09-07T04:39:12.526463Z,unreviewed,,,
eed45b1bf1f868e03f57,«Les gens qui utilisent beaucoup l'IA perdent en capacité de pensée critique»,98.5 Montréal,2026-09-04T00:50:00Z,"09/04/2026, 12:50 AM, +0000 UTC",https://www.985fm.ca/audio/799740/les-gens-qui-utilisent-beaucoup-l-ia-perdent-en-capacite-de-pensee-critique,,Canada,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
04cb92faba5fb5b864bc,The generative AI learning penalty in secondary school,CEPR,2026-09-04T00:01:48Z,"09/04/2026, 12:01 AM, +0000 UTC",https://cepr.org/voxeu/columns/generative-ai-learning-penalty-secondary-school,,Canada; United Kingdom,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
1eb05aea9b30d1c17266,AI in a fragmenting world: Why ‘connector’ economies can still gain,CEPR,2026-09-04T00:01:48Z,"09/04/2026, 12:01 AM, +0000 UTC",https://cepr.org/voxeu/columns/ai-fragmenting-world-why-connector-economies-can-still-gain,,United Kingdom,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
5eda92a1f570b186f3f8,L’intelligence artificielle au service du bien-être des porcs,La France Agricole,2026-09-03T22:05:00Z,"09/03/2026, 10:05 PM, +0000 UTC",https://www.lafranceagricole.fr/porcin/article/902972/l-intelligence-artificielle-au-service-du-bien-etre,,France,fr,2026-09-07T04:39:12.526463Z,unreviewed,,,
82d0da714efd31a9811f,Applications of Artificial Intelligence in the Use of ICD-11 for Morbidity and Mortality,Pan American Health Organization (PAHO),2026-09-03T20:42:19Z,"09/03/2026, 08:42 PM, +0000 UTC",https://www.paho.org/en/events/applications-artificial-intelligence-use-icd-11-morbidity-and-mortality,,Canada; United Kingdom,en,2026-09-07T04:39:12.526463Z,unreviewed,,,
